park,-0.34039980967327427,51.556393914968176,26613
park,-0.3518280022234352,51.55710459622982,5996
park,-0.31184551155415385,51.5037600460287,158706
leisure,-0.3154713057984961,51.5456074021989,594831
leisure,-0.3184209543369437,51.530781966908485,542983
leisure,-0.31164400000000003,51.5291523,10402
leisure,-0.3093806446738391,51.52936215031548,5574
leisure,-0.297216385014115,51.51873008446921,32373
park,-0.30986193083906094,51.509298526070715,191004
park,-0.32041922630359587,51.510202429466396,20707
leisure,-0.34599192484306845,51.50079424333421,388460
leisure,-0.3676105990655479,51.496981585437844,79290
park,-0.3696171123441046,51.49406670401813,53694
leisure,-0.3901627944701037,51.49631438899164,23631
leisure,-0.38940368560596994,51.49738775676622,15675
leisure,-0.37527166420955604,51.52667949806858,102399
leisure,-0.37491212618741604,51.52917877548858,29831
leisure,-0.32851122949973355,51.496634263724836,18489
leisure,-0.3308320489777209,51.49849453339256,43779
leisure,-0.3244198389154526,51.500464206670806,18805
leisure,-0.3437638459465101,51.55452925943116,307
leisure,-0.3683131293250929,51.55340523003899,82615
leisure,-0.3571302607391762,51.50132019154663,82080
park,-0.36336038678953353,51.55077568493037,58658
park,-0.3322488357173643,51.5553963656992,20247
leisure,-0.3436792499999994,51.555809450000005,4006
leisure,-0.34466113999969755,51.55554212370639,2027
leisure,-0.34453174999999997,51.55588285000001,1969
leisure,-0.3443824,51.55634225000001,2063
leisure,-0.3436228208430205,51.555101302044775,398
leisure,-0.3308642682725378,51.54948799710032,2724
leisure,-0.33232925,51.548995550000015,2492
leisure,-0.33153984451429647,51.54928964580904,3716
park,-0.36841160791950656,51.54285898053096,79566
leisure,-0.3493131743049701,51.51194175468618,3445
leisure,-0.34336470000000036,51.51255335,1688
leisure,-0.3437994808709436,51.512331388371535,2218
park,-0.34414910751087974,51.509634641221886,39204
leisure,-0.34296435000000003,51.51283085,1155
leisure,-0.3445145423032947,51.52633180592787,67129
leisure,-0.3478930155917576,51.52601836865349,48264
park,-0.3486736337587724,51.52285295881514,73544
leisure,-0.3394373902198783,51.52920649912995,288647
